E1,E2 (A),E2 (B),E2 (C),E2 (D),E3,E4,E5 (A),E5 (B),E6 (A),E6 (B),E7,E8,E9,E10,E11
66.66666667,100,0,43.96551724,0,0,100,27.16049383,94.11764706,100,69.30693069,66.66666667,71.42857143,87.5,100,100
0,100,47.86324786,0,26,0,70.52631579,100,0,100,74.69879518,100,0,80,100,100
0,100,55.31914894,0,0,71.08433735,100,19.44444444,69.33333333,100,100,100,0,66.66666667,100,100
0,100,0,0,0,0,36.14457831,100,3.370786517,100,100,100,92.30769231,100,50,100
0,100,0,0,69.13580247,0,100,58.0952381,0,100,100,100,75,100,66.66666667,100
83.48623853,100,0,0,0,0,60,100,0,100,41.58415842,83.33333333,96.15384615,87.5,100,100
0,100,0,0,0,0,100,100,40.74074074,100,100,0,85.71428571,100,100,100
5.217391304,100,92.30769231,65.09433962,82.43243243,0,50,63.96396396,28.40909091,100,100,0,0,100,100,100
66.66666667,100,0,0,0,0,100,100,0,100,100,60,66.66666667,100,100,100
16.66666667,100,50.56179775,0,96.77419355,0,100,100,0,100,100,85.71428571,60,100,100,100
0,100,29.48717949,0,0,0,100,100,0,100,100,100,0,0,100,100
97.14285714,100,36.69724771,16.23931624,2.678571429,53.39805825,100,66,29.20353982,100,100,100,50,100,100,100
0,100,0,0,0,0,100,91.56626506,0,100,100,0,0,100,100,100
0,100,22.09302326,60.60606061,0,0,100,0,65.76576577,100,66.66666667,100,87.5,100,100,100
51.94805195,100,5.434782609,40,0,0,100,100,71.42857143,100,100,75,0,100,100,100
0,100,0,0,0,0,100,100,0,100,100,100,0,100,100,100
0,100,90.90909091,0,0,0,100,100,32.22222222,100,100,0,66.66666667,80,100,100
0,100,0,0,0,0,100,100,80,100,0,100,0,100,100,100
0,100,71.42857143,0,0,0,57.57575758,23.14814815,40.96385542,100,100,75,60,100,100,100
0,100,0,97.5308642,0,66.08695652,21.42857143,100,22.12389381,100,100,100,0,100,100,100
20,100,0,0,0,0,66.66666667,100,5.128205128,100,77.63157895,83.33333333,0,83.33333333,100,100
0,100,0,54.65116279,0,81.33333333,100,61.40350877,87.5,100,46.49122807,0,0,100,100,100
0,100,0,0,48.14814815,0,21.05263158,100,54.54545455,100,100,80,87.5,87.5,100,100
0,100,41.89189189,0,0,21.78217822,75,57.94392523,0,100,66.66666667,100,0,0,0,100
0,100,69.51219512,0,8.421052632,73.68421053,66.37931034,100,8.602150538,100,64,66.66666667,0,80,100,100
0,100,0,0,0,0,71.81818182,37.5,0,100,33.33333333,100,60,75,100,100
0,100,0,0,0,0,100,46.84684685,0,100,100,0,71.42857143,0,100,100
0,100,0,0,0,0,100,100,94.44444444,100,100,100,87.5,100,100,100
0,100,7.692307692,0,65.38461538,0,72.64957265,46.06741573,0,100,100,100,71.42857143,80,100,100
50.54945055,100,33.33333333,34.86238532,0,0,80.95238095,69.23076923,62.65060241,100,60,100,0,100,100,100
0,100,0,95.45454545,0,0,100,100,77.21518987,100,100,75,0,100,100,100
0,100,94.73684211,0,61.53846154,69.47368421,100,0,0,100,100,100,71.42857143,0,100,100
0,100,87.5,0,0,0,66.66666667,16.19047619,0,100,66.66666667,100,85.71428571,100,100,100
0,100,56.52173913,68.13186813,0,0,100,27.72277228,44.44444444,100,100,100,97.22222222,0,100,100
60.49382716,100,0,0,33.33333333,64.63414634,33.33333333,77.33333333,15.09433962,100,60,100,0,100,100,100
0,100,0,0,0,0,100,0,0,100,100,0,0,83.33333333,100,100
0,100,0,0,0,0,100,100,84.61538462,100,100,0,0,0,100,100
0,100,0,0,0,50,100,100,0,100,100,100,94.73684211,100,100,100
0,100,56.81818182,0,0,81.33333333,84.34782609,60,32.72727273,100,100,0,60,100,100,100
23.42342342,100,0,0,19.48051948,73.61111111,50,100,0,100,100,0,100,100,100,100
0,100,0,0,0,0,100,100,0,100,100,100,60,0,100,100
51.35135135,100,0,45.94594595,0,0,100,100,0,100,100,100,60,100,100,100
0,100,0,66.21621622,0,46.55172414,100,0,7.920792079,100,100,100,0,0,100,100
0,100,0,0,62.16216216,0,52.13675214,100,0,100,22.72727273,0,0,0,100,100
0,100,45.36082474,0,0,0,100,100,85.58558559,100,100,100,0,100,100,100
0,100,0,0,65.78947368,68,100,0,15.18987342,100,100,0,60,75,100,100
14.28571429,100,0,0,37.93103448,0,100,0,83.90804598,100,100,100,66.66666667,100,100,100
0,100,0,0,0,30.66666667,100,100,55.17241379,100,100,100,0,100,100,100
16.66666667,100,28.57142857,65.38461538,50.4950495,0,100,100,0,100,100,100,60,100,100,100
7.228915663,100,0,87.5,97.43589744,0,100,0,62.83185841,100,100,100,75,100,100,100
10.86956522,100,94.44444444,0,0,33.33333333,25.49019608,20.83333333,54.08163265,100,100,100,0,100,100,100
59.79381443,100,0,18.26086957,60,0,100,100,74.19354839,100,100,100,66.66666667,100,100,100
12.5,100,0,90,50,65.17857143,100,100,4.04040404,100,0,100,100,100,100,100
66.66666667,100,0,77.31958763,76.23762376,0,61.94690265,100,3,100,100,100,0,80,100,100
66.66666667,100,79.72972973,0,0,51.19047619,100,66.66666667,0,100,100,85.71428571,60,100,100,100
25,100,0,0,0,0,100,75,55.17241379,100,26.41509434,100,0,100,100,100
0,100,62.5,56.03448276,0,52.99145299,100,100,26.1682243,100,100,100,60,100,100,100
0,100,0,0,80.37383178,0,74.69879518,100,0,100,12.5,100,87.5,100,50,100
0,100,0,0,0,0,100,26.78571429,9.259259259,100,73.78640777,100,66.66666667,100,100,100
0,100,0,0,7.228915663,64.1509434,81.55339806,100,0,100,60,0,60,87.5,100,100
25,100,0,0,0,0,100,49.03846154,0,100,62.74509804,100,66.66666667,100,100,100
94.38202247,100,75,0,23.59550562,8.571428571,100,0,0,100,100,100,60,0,100,100
0,100,0,0,0,0,100,62.82051282,66.66666667,100,64.55696203,80,60,100,100,100
0,100,71.42857143,0,52.88461538,0,100,100,70.83333333,100,100,100,0,100,100,100
0,100,80.39215686,0,86.72566372,0,100,100,67.53246753,100,60,100,66.66666667,100,100,100
74.11764706,100,25.71428571,0,0,0,87.96296296,100,6.976744186,100,100,100,0,100,100,100
28.57142857,100,0,0,0,51.89873418,100,25.92592593,95.83333333,100,100,80,0,80,100,100
0,100,0,0,0,0,60,100,77.67857143,100,100,100,85.71428571,75,100,100
80.73394495,100,0,0,0,0,100,100,87.5,100,60,100,83.33333333,100,100,100
0,100,65.11627907,68.62745098,94.73684211,24.13793103,100,60,0,100,62.3655914,100,66.66666667,100,100,100
0,100,62.5,28.30188679,0,0,100,100,87.5,100,0,100,0,0,100,100
0,100,0,48.62385321,0,0,100,100,0,100,100,100,0,100,100,100
23.21428571,100,0,61.53846154,0,0,100,100,0,100,100,100,0,100,100,100
87.5,100,28.82882883,0,31.19266055,0,100,0,44.76190476,100,100,96.96969697,75,100,100,100
40.24390244,100,27.17391304,0,0,75,100,100,0,100,100,0,0,0,100,100
0,100,0,63.55140187,27.88461538,0,69.8630137,13.15789474,46.2962963,100,46,100,66.66666667,100,100,100
0,100,0,0,20,0,70.58823529,60,56.16438356,100,100,100,100,100,100,100
0,100,51.28205128,0,0,0,10.75268817,100,0,100,100,0,100,96.875,100,100
0,100,0,19.82758621,0,0,100,100,0,100,100,0,100,0,100,100
0,100,84.95575221,0,63.15789474,0,34.54545455,69.8630137,0,100,77.63157895,0,60,66.66666667,100,100
0,100,50,0,48.88888889,0,20.79207921,19.56521739,0,100,76.72413793,100,0,80,100,100
0,100,66.66666667,0,63.0952381,0,100,60,74.66666667,100,35.9223301,0,71.42857143,0,100,100
0,100,87.5,98.41269841,0,0,100,66.66666667,0,100,100,100,60,100,100,100
45.36082474,100,71.42857143,29.09090909,23.68421053,0,53.33333333,29.46428571,42.24137931,100,36.89320388,100,92.30769231,66.66666667,100,100
28.57142857,100,0,0,11.49425287,57.14285714,100,100,63.15789474,100,100,100,71.42857143,100,100,100
0,100,11.32075472,0,97.05882353,31.08108108,50,72.94117647,0,100,77.39130435,100,87.5,100,66.66666667,100
98.5915493,100,0,25,0,0,100,100,0,100,100,100,0,100,100,100
0,100,0,0,71.42857143,0,100,66.66666667,86.72566372,100,100,100,100,100,100,100
75,100,0,96.77419355,52.3255814,0,100,0,0,100,100,0,60,85.71428571,100,100
0,100,66.25,97.5,0,28.57142857,50,50,5.050505051,100,14.11764706,100,0,100,100,100
0,100,76.92307692,37.80487805,0,87.5,100,100,0,100,100,100,85.71428571,100,100,100
0,100,0,52.42718447,0,0,100,100,5.128205128,100,100,100,60,100,100,100
0,100,0,0,0,0,100,100,32.45614035,100,100,100,100,0,100,100
0,100,59.13043478,71.42857143,0,71.42857143,100,100,87.5,100,100,100,60,66.66666667,100,100
14.67889908,100,0,0,0,7.75862069,61.62790698,27.82608696,0,100,100,100,100,100,100,100
0,100,0,0,0,0,100,100,20.27027027,100,100,100,94.44444444,100,100,100
0,100,43,34.375,0,0,100,100,94.73684211,100,100,100,60,100,100,100
0,100,0,62.96296296,0,0,100,100,0,100,100,100,87.5,100,100,100
33.33333333,100,0,0,0,47.27272727,40.38461538,51.45631068,66.66666667,100,100,100,60,75,100,100
0,100,96.96969697,0,0,0,100,66.66666667,68.6746988,100,56.84210526,80,71.42857143,100,100,100
0,100,67.74193548,62.5,0,0,100,100,0,100,100,100,60,100,100,100
0,100,0,10.52631579,0,0,44.94382022,9.87654321,0,100,9.821428571,83.33333333,60,0,50,100
0,100,0,0,0,0,100,100,0,100,100,100,60,80,100,100
96.3963964,100,38.88888889,0,0,0,100,100,0,100,100,100,0,100,100,100
40,100,28.37837838,0,16,0,100,72.5,0,100,100,100,0,0,100,100
0,100,0,63.04347826,66.05504587,12.82051282,0,100,0,100,100,100,87.5,85.71428571,100,100
45.79439252,100,0,0,0,55.76923077,0,0,0,100,100,100,0,0,100,100
49.56521739,100,98.78787879,0,0,0,0,100,0,100,100,100,100,100,100,100
28.40909091,100,29.78723404,87.5,45.2991453,0,100,50,65.48672566,100,100,80,50,0,100,100
0,100,93.33333333,0,0,87.5,100,100,61.79775281,100,100,100,83.33333333,100,100,100
84.61538462,100,0,0,25,0,100,100,97.2972973,100,66.66666667,100,0,100,100,100
55.23809524,100,0,0,0,61.68224299,45.04504505,100,0,100,100,66.66666667,100,100,100,100
0,100,92.10526316,0,0,26.88172043,71.42857143,26.31578947,0,100,79.24528302,80,66.66666667,66.66666667,100,100
0,100,97.14285714,0,0,13.88888889,100,100,22.80701754,100,80,85.71428571,0,100,100,100
0,100,53.57142857,0,0,68,100,100,5.479452055,100,61.25,80,0,80,50,100
40,100,0,0,21.3592233,73.40425532,100,50,64.86486486,100,100,80,71.42857143,66.66666667,0,100
0,100,0,0,0,0,60,68.04123711,64.63414634,100,64.55696203,80,0,80,100,100
0,100,28.23529412,93.5483871,0,9.638554217,24.67532468,100,22.93577982,100,100,80,0,100,0,100
62.24489796,100,0,0,97.14285714,0,63.73626374,44.54545455,71.69811321,100,100,100,60,100,100,100
0,100,0,0,57.14285714,28.57142857,45.94594595,100,12.5,100,40,83.33333333,60,100,100,100
0,100,0,0,96.2962963,0,66.31578947,60,75,100,100,0,0,83.33333333,100,100
0,100,0,0,0,0,100,100,0,100,100,88.88888889,0,100,100,100
0,100,0,0,50.43478261,0,100,100,0,100,63.15789474,80,66.66666667,100,100,100
0,100,85.71428571,85.71428571,0,0,100,100,51.64835165,100,100,100,60,100,100,100
5.128205128,100,0,57.14285714,0,0,100,100,46.90265487,100,100,100,85.71428571,100,100,100
0,100,57.14285714,0,0,0,66.66666667,100,25.86206897,100,100,100,0,0,100,100
12.5,100,0,69.41176471,0,0,100,75,0,100,100,100,92.30769231,100,100,100
0,100,0,86.48648649,42.24137931,60,100,100,0,100,54.95495495,100,85.71428571,100,100,100
7.843137255,100,0,0,38.96103896,0,100,100,0,100,0,0,0,100,100,100
0,100,0,0,50.60240964,0,84.61538462,28.03738318,100,100,100,100,0,100,100,100
0,100,58.41584158,92.85714286,0,0,100,100,0,100,100,100,0,100,100,100
0,100,0,0,0,76,100,100,0,100,100,100,60,100,100,100
4.545454545,100,0,30.58823529,76.19047619,54.05405405,100,0,38.70967742,100,100,100,0,100,100,100
0,100,0,0,0,67.12328767,100,60,45.09803922,100,100,100,0,100,100,100
0,100,0,0,0,0,73.86363636,15.51724138,60,100,100,83.33333333,71.42857143,100,100,100
0,100,52.25225225,81.4159292,26.25,0,38.38383838,100,57.44680851,100,66.66666667,80,60,0,100,100
36.08247423,100,0,40,0,0,66.66666667,100,85.71428571,100,57.95454545,100,71.42857143,100,100,100
71,100,0,72.64957265,28.28282828,0,100,24.41860465,75,100,83.33333333,83.33333333,60,100,100,100
0,100,0,11.11111111,0,0,76.41509434,100,73.87387387,100,100,0,0,100,100,100
0,100,0,20,0,79.09090909,26.13636364,75.6097561,0,100,27.10280374,80,0,80,100,100
0,100,0,19.19191919,0,69.60784314,83.33333333,100,16.66666667,100,100,75,0,80,50,100
25,100,42.15686275,86.60714286,0,0,56.19047619,100,71.42857143,100,100,85.71428571,75,100,100,100
75,100,0,0,0,0,100,0,98.07692308,100,100,80,60,100,100,100
0,100,10.25641026,32.18390805,0,12.34567901,56.25,100,0,100,100,0,60,100,100,100
5.194805195,100,0,72.44897959,21.15384615,0,50,0,0,100,100,0,0,100,100,100
0,100,3.96039604,0,80.17241379,0,100,100,0,100,66.66666667,100,60,100,100,100
79.06976744,100,0,0,0,0,100,100,96.15384615,100,100,100,85.71428571,97.43589744,100,100
0,100,0,0,0,0,66.66666667,70.70707071,0,100,100,100,100,100,100,100
0,100,0,0,0,0,39.04761905,79.16666667,0,100,78.40909091,97.43589744,85.71428571,100,100,100
0,100,0,0,0,0,100,100,0,100,64.13043478,100,66.66666667,100,0,100
40.90909091,100,84.81012658,0,70.12987013,0,100,100,0,100,100,100,0,100,100,100
0,100,0,59.82905983,0,0,100,0,0,100,100,100,100,100,100,100
45.91836735,100,0,0,0,33.75,100,100,0,100,100,100,0,0,100,100
0,100,48.38709677,28.57142857,0,0,83.33333333,100,36.52173913,100,61.62790698,0,0,100,100,100
0,100,0,0,0,0,100,100,0,100,100,100,87.5,75,100,100
0,100,0,0,65.38461538,0,100,0,39.75903614,100,100,100,0,0,100,100
0,100,0,0,0,8.771929825,100,100,0,100,100,0,0,100,100,100
54.80769231,100,0,14.28571429,0,0,66.66666667,100,14.45783133,100,100,100,71.42857143,100,100,100
43.03797468,100,70.27027027,0,84.26966292,0,100,33.33333333,0,100,28.82882883,0,0,100,100,100
0,100,0,43.47826087,0,0,100,0,0,100,100,80,0,87.5,100,100
0,100,76,3.125,34.04255319,0,100,100,0,100,100,100,66.66666667,100,100,100
20,100,0,52.12765957,98.80952381,93.16239316,29.05982906,18.18181818,0,100,100,0,75,0,100,100
0,100,0,56.36363636,44.89795918,55.45454545,100,100,0,100,100,100,80,100,100,100
0,100,43.80952381,0,91.66666667,0,100,100,0,100,100,0,0,100,100,100
8.333333333,100,0,13.08411215,63.80952381,0,100,100,0,100,100,100,0,100,100,100
0,100,0,96.66666667,0,0,67.82608696,33.33333333,49.42528736,100,100,100,60,100,0,100
0,100,0,71.42857143,87.5,42.30769231,100,100,0,100,100,100,87.5,100,100,100
0,100,0,87.5,73.41772152,50,100,100,70.12987013,100,100,100,100,100,100,100
0,100,0,0,87.5,66.66666667,56.25,100,0,100,100,100,60,85.71428571,0,100
0,100,0,30.76923077,0,0,100,100,25,100,100,0,71.42857143,100,100,100
0,100,75,92.85714286,66.66666667,0,66.66666667,50,0,100,100,0,0,0,100,100
0,100,46.57534247,0,96.2962963,96.15384615,100,100,0,100,100,0,71.42857143,0,100,100
25,100,0,71.11111111,18.8034188,0,100,75,0,100,100,100,75,100,100,100
92.85714286,100,0,0,52,0,100,15.55555556,0,100,35.8974359,0,60,100,0,100
0,100,0,40,0,6.315789474,100,56.38297872,97.36842105,100,44.44444444,87.5,0,0,100,100
0,100,62.02531646,76.57657658,50,0,68.42105263,100,0,100,71.42857143,75,83.33333333,100,0,100
56.16438356,100,42.85714286,0,75,0,100,100,0,100,100,100,85.71428571,100,100,100
0,100,0,0,62.96296296,28.94736842,31.25,84.25925926,14.54545455,100,84.48275862,100,87.5,100,100,100
0,100,0,0,0,0,100,100,61.11111111,100,100,100,87.5,0,100,100
0,100,0,0,0,35.13513514,100,100,28.7037037,100,100,100,75,100,100,100
0,100,7.5,84.09090909,0,55.55555556,35.96491228,100,0,100,100,100,50,100,100,100
0,100,42.85714286,0,99.39393939,62,100,30.12048193,0,100,35.78947368,80,71.42857143,80,100,100
0,100,0,32.14285714,0,0,19.65811966,100,0,100,100,100,60,83.33333333,100,100
0,100,0,87.5,49.49494949,0,78.30188679,79.80769231,0,100,71.42857143,100,60,0,50,100
16.66666667,100,0,0,0,7.317073171,100,45,43.96551724,100,64.1025641,100,87.5,100,100,100
0,100,0,0,57.29166667,0,100,100,0,100,100,0,66.66666667,100,100,100
0,100,0,0,5.747126437,60,100,100,55.05617978,100,100,100,0,85.71428571,100,100
75,100,0,0,0,28.30188679,100,100,61.36363636,100,0,100,0,100,100,100
0,100,0,0,0,0,100,100,0,100,100,100,85.71428571,0,100,100
0,100,55.42168675,0,0,0,100,100,7.317073171,100,100,80,0,100,100,100
0,100,0,0,0,0,50,65.16853933,71.42857143,100,76.41509434,100,0,100,100,100
75,100,0,0,50.98039216,0,100,66.66666667,37.75510204,100,66.66666667,100,71.42857143,100,100,100
0,100,63.30275229,0,33.33333333,0,100,3.603603604,0,100,100,100,60,85.71428571,100,100
0,100,97.05882353,87.5,0,0,100,100,78.94736842,100,100,100,100,85.71428571,100,100
0,100,0,0,0,0,73.46938776,100,0,100,100,100,60,0,100,100
78.94736842,100,25.68807339,0,31.25,62.28070175,60,75,0,100,71.42857143,83.33333333,60,80,100,100
94.11764706,100,0,0,90.47619048,13.08411215,62.96296296,66.66666667,67.03296703,100,72.72727273,100,100,100,100,100
0,100,43.67816092,23.07692308,0,0,100,100,65.81196581,100,100,80,60,100,100,100
41.25,100,0,0,95.23809524,0,100,100,0,100,87.1559633,80,0,100,100,100
87.5,100,0,85.71428571,79.61165049,0,100,100,0,100,100,66.66666667,60,0,100,100
0,100,41.89189189,0,33.33333333,0,71.42857143,100,21.42857143,100,100,100,50,100,100,100
95.45454545,100,0,0,32.43243243,28.23529412,100,100,0,100,100,100,0,100,100,100
0,100,52.72727273,39.53488372,60,0,100,100,0,100,100,100,0,100,100,100
0,100,0,0,0,54.02298851,100,100,87.5,100,100,100,71.42857143,100,100,100
18.88888889,100,0,0,0,75,100,15.58441558,0,100,100,100,100,100,100,100
0,100,55.40540541,19.14893617,9.638554217,0,100,100,41.75824176,100,100,0,71.42857143,100,100,100
0,100,7.777777778,7.058823529,20,83.80952381,100,100,0,100,100,100,93.33333333,0,100,100
0,100,54.7826087,0,0,0,100,50,9.090909091,100,100,0,95.45454545,100,100,100
0,100,56.38297872,67.70833333,32.71028037,79.46428571,100,100,83.92857143,100,100,100,100,100,100,100
50.61728395,100,0,0,0,0,39.42307692,24.7311828,66.66666667,100,79.61165049,100,0,0,0,100
0,100,0,0,0,0,50,100,45.88235294,100,100,100,60,0,100,100
0,100,28,75,0,0,100,100,96.96969697,100,100,100,85.71428571,100,100,100
0,100,0,0,72.60273973,0,100,100,0,100,0,83.33333333,0,100,100,100
0,100,0,0,0,63.46153846,68.86792453,50,4.464285714,100,100,100,85.71428571,0,100,100
0,100,42.5,16.66666667,0,0,100,71.30434783,5.555555556,100,100,0,60,100,100,100
0,100,42.85714286,75,0,9.459459459,100,100,39.3258427,100,100,100,66.66666667,100,100,100
0,100,0,62.22222222,0,92.85714286,100,100,49.43820225,100,50,66.66666667,66.66666667,0,100,100
0,100,0,96.66666667,73.5042735,81.73076923,100,0,0,100,100,100,50,100,100,100
0,100,0,54.46428571,0,0,100,66.66666667,77.98165138,100,100,100,87.5,100,100,100
22.22222222,100,8.108108108,22.34042553,40.18691589,0,8.333333333,66.29213483,37.34939759,100,48.21428571,87.5,60,100,100,100
42.85714286,100,51.04166667,0,40.22988506,0,100,100,12.28070175,100,100,100,60,0,100,100
0,100,0,0,0,0,100,100,0,100,100,100,66.66666667,0,100,100
0,100,0,48.11320755,0,55.44554455,100,100,0,100,100,100,60,87.5,100,100
71.42857143,100,0,24.7311828,0,0,100,100,0,100,50,100,100,100,100,100
0,100,85.71428571,0,8.333333333,0,100,100,45.83333333,100,0,83.33333333,60,100,100,100
38.46153846,100,75.67567568,57.14285714,0,0,100,0,94.38202247,100,100,100,0,100,100,100
41.57303371,100,10.71428571,96,0,0,100,16.66666667,0,100,66.66666667,80,60,80,100,100
47.6635514,100,0,0,48.88888889,0,100,0,0,100,62.82051282,100,66.66666667,80,100,100
0,100,0,0,92.45283019,0,100,54.94505495,7,100,20.38834951,96.42857143,87.5,83.33333333,100,100
64.65517241,100,33.33333333,68.13186813,0,0,100,55.88235294,0,100,28.57142857,100,0,85.71428571,100,100
0,100,29.80769231,24,34.52380952,0,66.66666667,0,79.41176471,100,14.52991453,80,60,80,100,100
0,100,0,29.09090909,94.80519481,0,84.72222222,29.12621359,0,100,71.15384615,80,60,100,66.66666667,100
0,100,0,0,27.35849057,57.14285714,100,60,0,100,87.01298701,66.66666667,96.77419355,50,100,100
0,100,0,41.55844156,0,0,25,38.35616438,0,100,100,100,0,100,100,100
50.60240964,100,0,0,88.88888889,0,55.55555556,64.03508772,62.24489796,100,100,100,60,95.83333333,50,100
75,100,0,0,0,0,100,66.66666667,0,100,71.42857143,100,60,100,100,100
46.15384615,100,0,0,57.31707317,0,100,100,36.17021277,100,100,100,0,100,100,100
96.875,100,0,0,0,0,100,40,0,100,100,100,75,0,50,100
44.44444444,100,82.71604938,0,0,0,100,100,81.31868132,100,100,100,0,100,100,100
59.45945946,100,0,34.06593407,0,0,0,0,59.03614458,100,0,100,100,100,100,100
97.5,100,0,0,0,0,100,100,92.59259259,100,100,100,60,100,100,100
0,100,0,0,68.23529412,0,100,0,23.36448598,100,33.33333333,100,66.66666667,83.33333333,100,100
0,100,0,0,64.21052632,0,100,100,53.125,100,36.47058824,0,85.71428571,100,50,100
0,100,7.766990291,10.95890411,0,0,100,100,62.35294118,100,100,0,0,100,100,100
0,100,0,82.19178082,88.88888889,64.63414634,60.22727273,2.752293578,85.71428571,100,100,100,0,100,100,100
0,100,0,0,0,0,100,85.71428571,33.69565217,100,100,100,50,100,100,100
16.66666667,100,12,44.08602151,97.43589744,0,100,100,0,100,100,100,60,100,100,100
0,100,6.666666667,46.80851064,87.5,70.75471698,100,100,0,100,100,83.33333333,66.66666667,80,100,100
0,100,0,0,64.51612903,0,15.95744681,0,0,100,50,80,0,100,100,100
0,100,0,97.84946237,0,0,71.42857143,78.44827586,62.5,100,60,100,60,100,100,100
0,100,0,0,78.66666667,94.28571429,47.05882353,100,0,100,80.20833333,100,0,100,100,100
0,100,0,0,0,39.50617284,76.92307692,21.83908046,75,100,71.42857143,100,60,87.5,0,100
0,100,98.93617021,0,75,0,71.42857143,13.82978723,0,100,100,80,88.88888889,0,100,100
0,100,0,77.90697674,0,54.05405405,100,100,52.17391304,100,100,100,0,100,100,100
0,100,0,94.59459459,59.7826087,75,60,100,0,100,75,100,60,85.71428571,50,100
0,100,0,94.87179487,0,0,58.2278481,100,0,100,100,60,60,100,100,100
10.25641026,100,0,0,38.20224719,0,50,100,85.71428571,100,19.41747573,100,60,100,100,100
0,100,0,0,68.6746988,6.741573034,100,100,0,100,50,100,0,100,100,100
0,100,0,0,0,0,66.66666667,66.08695652,51.35135135,100,100,80,80,83.33333333,0,100
5.747126437,100,0,0,0,90.47619048,66.66666667,42.85714286,24,100,38.83495146,100,0,100,100,100
52.42718447,100,0,33.33333333,0,0,100,100,0,100,100,100,60,100,100,100
0,100,0,29.62962963,0,0,100,100,0,100,100,80,50,100,100,100
87.5,100,0,50,0,75,100,60,0,100,50,100,85.71428571,0,100,100
0,100,0,63.75,0,0,100,33.33333333,0,100,100,100,50,100,100,100
85.71428571,100,0,0,0,58.97435897,65.30612245,6.837606838,0,100,100,100,0,0,100,100
0,100,36.17021277,0,0,0,0,100,0,100,100,100,100,75,100,100
30.18867925,100,0,38.46153846,0,0,100,100,0,100,100,0,60,0,100,100
0,100,0,57.14285714,0,0,100,100,51.75438596,100,100,100,66.66666667,100,100,100
0,100,12.24489796,47.43589744,0,78.94736842,66.66666667,100,0,100,60,100,50,0,100,100
0,100,0,0,0,66.66666667,100,0,56.25,100,0,100,0,100,100,100
0,100,23.47826087,0,0,0,100,0,0,100,100,83.33333333,0,100,100,100
0,100,0,0,87.5,0,100,0,58.7628866,100,100,100,87.5,100,100,100
0,100,0,0,85.71428571,70.37037037,100,100,0,100,100,100,0,100,100,100
11.65048544,100,0,39.21568627,73.97260274,0,49.49494949,100,12.17391304,100,100,100,0,0,0,100
40,100,0,96.2962963,0,0,100,100,37.5,100,100,83.33333333,0,0,100,100
0,100,0,0,0,6.097560976,100,100,62.16216216,100,100,100,87.5,100,100,100
0,100,84.09090909,60.17699115,0,0,100,100,71.71717172,100,100,100,60,100,100,100
0,100,0,0,0,0,100,66.66666667,45.88235294,100,100,0,60,100,100,100
0,100,30.68181818,0,28.42105263,0,100,100,0,100,0,0,100,100,100,100
5.813953488,100,0,0,16.66666667,38.05309735,100,0,89.65517241,100,100,100,50,100,100,100
0,100,78.37837838,26.31578947,18.26923077,0,100,17.07317073,26.60550459,100,100,100,0,80,100,100
0,100,75,0,16.66666667,0,100,100,0,100,100,100,0,100,100,100
0,100,78.26086957,40,0,87.5,100,100,0,100,100,100,50,100,100,100
0,100,0,0,49.31506849,52.77777778,100,100,64.54545455,100,66.07142857,85.71428571,71.42857143,100,100,100
0,100,0,0,28.57142857,0,100,100,0,100,100,0,0,100,100,100
0,100,87.5,0,0,0,56.31067961,100,0,100,43,0,60,100,100,100
